iter	MultiClass	F1:use_weights=true;class=0	F1:use_weights=true;class=1	F1:use_weights=true;class=2	F1:use_weights=true;class=3	F1:use_weights=false;class=0	F1:use_weights=false;class=1	F1:use_weights=false;class=2	F1:use_weights=false;class=3	Accuracy:use_weights=true	Accuracy:use_weights=false
351	0.8105277353	0.5509501471	0.7265191438	0.7838275786	0.5510501441	0.5487829012	0.7266525307	0.7850174857	0.5524015323	0.6563158551	0.6567142857
352	0.8103974703	0.5502304192	0.7269000417	0.7841590378	0.5511810103	0.5480645481	0.7270382312	0.7853528383	0.5525307125	0.6564068788	0.6568095238
353	0.8103008409	0.5499056969	0.7272856824	0.7841987006	0.55124444	0.5477416799	0.7274235164	0.7853923282	0.5525979766	0.6564515743	0.6568571429
354	0.8101385179	0.549563497	0.7270031024	0.783717149	0.5509175828	0.5473997028	0.7271386431	0.7849126035	0.5522725042	0.6560702655	0.6564761905
355	0.8098767304	0.5494562491	0.7272034874	0.7834627345	0.5513086942	0.5472912746	0.7273397879	0.7846564254	0.5526651615	0.6561173896	0.6565238095
356	0.8094227192	0.5499654035	0.7282820592	0.7834162697	0.551351912	0.5477908471	0.7284132841	0.7846097202	0.5527065527	0.6564564044	0.6568571429
357	0.8093509283	0.549928623	0.7281619864	0.7834177519	0.5515273452	0.5477555863	0.7282959683	0.7846097202	0.5528822547	0.6564552657	0.6568571429
358	0.8091387999	0.5492989919	0.728548549	0.7831926032	0.5518740624	0.5471268915	0.7286821705	0.7843859326	0.553233245	0.6564038828	0.6568095238
359	0.8091014399	0.5491549305	0.7284815623	0.7831926032	0.5516771773	0.546983185	0.7286149303	0.7843859326	0.5530369934	0.6563083162	0.6567142857
360	0.8089638577	0.549570475	0.7282482832	0.7832643452	0.5515047358	0.547395473	0.7283802492	0.784458153	0.5528614901	0.6563119015	0.6567142857
361	0.8087078439	0.5502338568	0.72811274	0.7842988345	0.5517883738	0.5480617089	0.7282458245	0.7854907015	0.5531455491	0.6567878268	0.6571904762
362	0.8085628831	0.5499089271	0.7283640001	0.7840019813	0.5521907359	0.5477391907	0.7284976006	0.7851947334	0.5535504119	0.6567847158	0.6571904762
363	0.8082952254	0.5496576685	0.7289183062	0.784003465	0.5522421757	0.5474871389	0.7290513104	0.7851947334	0.5536047082	0.656878813	0.6572857143
364	0.8081039932	0.5494062754	0.7288317684	0.7838528982	0.5523506355	0.547235137	0.7289667897	0.7850432861	0.5537133327	0.6567830668	0.6571904762
365	0.8078246967	0.5507552416	0.7286644683	0.7843619231	0.5530303374	0.5485815953	0.7287994833	0.7855497189	0.5543894066	0.6573117799	0.6577142857
366	0.8077229382	0.5507917578	0.7287647805	0.7841396463	0.5527140325	0.5486166008	0.728899548	0.7853258365	0.5540726202	0.6572181495	0.6576190476
367	0.8075202389	0.5505578771	0.7284969521	0.7842470807	0.5526275594	0.5483839083	0.7286307054	0.785437788	0.5539850805	0.6571217764	0.6575238095
368	0.8073272775	0.5507185106	0.7287132694	0.7843589515	0.5531835793	0.5485465691	0.7288479263	0.7855497189	0.5545409917	0.6574062002	0.6578095238
369	0.807127322	0.5506091448	0.728713028	0.7845079896	0.5532485452	0.5484413657	0.7288479263	0.785701124	0.5546070062	0.6574509048	0.6578571429
370	0.8070153151	0.5509170818	0.7287785727	0.7846932002	0.5529029035	0.5487443148	0.7289151074	0.7858853879	0.5542570952	0.6575022786	0.6579047619
371	0.8067648308	0.5516531117	0.7284759247	0.7847282356	0.5533308572	0.5494809689	0.7286135693	0.7859183485	0.5546828981	0.6576948723	0.6580952381
372	0.8065881689	0.5516883932	0.7290639294	0.7843606831	0.5541477846	0.5495157146	0.7292012544	0.7855497189	0.5555010305	0.6579321435	0.6583333333
373	0.8063363298	0.5526579165	0.7288294835	0.7849162264	0.5544555301	0.5504840941	0.7289667897	0.7861026633	0.5558064199	0.6583165528	0.6587142857
374	0.8061584134	0.5525324342	0.7295898318	0.7847708323	0.5545150651	0.5503607789	0.7297222479	0.7859577997	0.5558716766	0.6584569676	0.6588571429
375	0.8060023477	0.5520121126	0.7296743869	0.7848014325	0.5548524173	0.5498370048	0.729807071	0.7859907834	0.556209535	0.6584083635	0.6588095238
376	0.8059338787	0.5518510623	0.729877175	0.784873402	0.5549928856	0.5496741063	0.7300092336	0.7860632316	0.5563511525	0.6584556583	0.6588571429
377	0.8056066796	0.5518508382	0.7304290141	0.7843217254	0.5555814776	0.5496741063	0.7305632502	0.7855101853	0.5569396763	0.6585975154	0.659
378	0.8054140875	0.5513302469	0.7311682803	0.7842163865	0.5553273141	0.5491552218	0.7313019391	0.7854049572	0.5566888976	0.6585944239	0.659
379	0.805243459	0.5519221073	0.7306131802	0.7843246974	0.5556976197	0.5497480486	0.7307479224	0.7855101853	0.5570588235	0.6586912894	0.6590952381
380	0.8050800905	0.551832861	0.7301771832	0.7851349163	0.5549985293	0.5496590572	0.7303111439	0.786320059	0.5563614977	0.658596082	0.659
381	0.8048116553	0.5534830143	0.7304618015	0.7849169374	0.5554401198	0.551308642	0.730595293	0.7860962567	0.5567981165	0.659126239	0.6595238095
382	0.8046391237	0.5533035601	0.7311007728	0.7846919298	0.5556915231	0.551125148	0.7312344197	0.7858723718	0.5570489552	0.6592217876	0.6596190476
383	0.8043848127	0.5535185264	0.731401784	0.7846535	0.5567886327	0.551342812	0.7315361891	0.7858328722	0.5581486566	0.6596002981	0.66
384	0.8042448131	0.554558478	0.7315177201	0.7853553841	0.5576601577	0.5523847141	0.7316532816	0.7865313653	0.5590196078	0.6602679836	0.6606666667
385	0.8040831968	0.5552745785	0.7319685983	0.7853170631	0.558981477	0.553099092	0.7321082279	0.7864919727	0.5603372218	0.6608403971	0.6612380952
386	0.8038500293	0.5557228246	0.7322728518	0.7854289616	0.5592321346	0.5535485145	0.7324099723	0.7866039303	0.5605882353	0.6611266136	0.6615238095
387	0.8037296513	0.5552038582	0.732388484	0.7852818204	0.5597087087	0.5530317993	0.7325270058	0.7864588138	0.5610664576	0.6611228667	0.6615238095
388	0.8034781167	0.5563293599	0.7325756587	0.785574668	0.5601521698	0.5541526928	0.732711661	0.7867491003	0.5615067687	0.6616047698	0.662
389	0.8032855364	0.5564569171	0.7330344607	0.7855776226	0.5602679532	0.5542834583	0.7331670823	0.7867552112	0.5616236886	0.6617934745	0.6621904762
390	0.8031422125	0.5558145406	0.7322770276	0.7853201372	0.5595430634	0.5536455246	0.7324099723	0.7864982016	0.5609015189	0.6612194194	0.6616190476
391	0.8029663321	0.5560975088	0.7321776665	0.7854289616	0.5594279465	0.5539220523	0.7323111029	0.7866039303	0.5607843137	0.6612238112	0.6616190476
392	0.8026968823	0.5571913886	0.7320433997	0.7859059707	0.5594060011	0.5550182572	0.7321758404	0.7870789109	0.5607604861	0.6615599307	0.661952381
393	0.8026033232	0.5572995809	0.732093105	0.7858338118	0.5594608832	0.5551278255	0.7322253001	0.7870062754	0.5608154464	0.661607387	0.662
394	0.8023597707	0.5565615966	0.7327633211	0.7864528399	0.5597335876	0.5543831969	0.7328963161	0.7876269621	0.5610904099	0.6617964058	0.6621904762
395	0.8021926545	0.5569013477	0.732832132	0.7864528399	0.5599303515	0.5547229343	0.7329639889	0.7876269621	0.5612865268	0.6619402443	0.6623333333
396	0.8017742162	0.5570291788	0.7331719538	0.786160473	0.5607191341	0.5548539858	0.7333025404	0.7873361639	0.562077413	0.6621757409	0.6625714286
397	0.8015114684	0.5569056274	0.7329779447	0.7863445409	0.5606595974	0.5547329977	0.7331118494	0.787520768	0.5620158839	0.662174442	0.6625714286
398	0.8013232649	0.5573494855	0.7332089277	0.7866409614	0.5607101187	0.5551720738	0.7333456357	0.7878116343	0.5620645668	0.6624161246	0.6628095238
399	0.8012127868	0.5578322894	0.7330428088	0.7870104821	0.5608528788	0.5556541457	0.7331795108	0.7881809788	0.5622056515	0.662608253	0.663
